video,frame_count,width,height,question,answer,qid,type
4957662720,2697,640,360,why is the man in orange wearing slippers to do the activity,convenient,5,CW
4938136806,2697,640,480,why did the helicopter turn and change direction nearing the end of the video,park,6,CW
3958035559,1770,640,480,why is the baby moving his arms vigorously as the boy plays with the toy at the end of the video,hit toys,1,CW
3225620425,1274,640,480,why is the man in black the main person talking to the camera,introducing the activity line up,2,CW
6925889081,2697,640,360,where could this be happening,house,12,DL
6461150811,1071,640,360,how did the lady in white react when the first photoshoot was done at the start,stand around,9,CH
12807263145,1178,640,360,how does the child pose for a photography in front of the glass,sat in front of glass,1,CH
5571838736,957,640,360,how many people are there,four,6,DC
6709738709,2072,640,360,what is the cat watching outside the window,looking at snow,0,CW
5625946896,714,640,362,how do the men make sure that their bicycles are steady,hold on to bicycle,5,CH
2835672361,1588,500,375,why is the person sitting on the stairs,guide the men,4,CW
4247712487,2016,640,360,how do the blonde woman and the man in beige finish their talking,shake hands,7,CH
2401079660,605,640,480,did the baby took any step up the stairs,no,3,DB
4181031443,868,480,360,what does the lady with red cap do after holding the camera up for a while at the start,take pictures,2,TN
5570785480,1306,640,360,how does the child feel about the activity,happy,4,TC
5839594215,458,640,480,why are they all wear gloves,protection,9,CW
5325209799,2160,640,360,why did the boy lift his arm up after the middle part of the video,playing with something,5,CW
2769996915,1725,640,480,what happened in the middle of the video after the horses moved together to the right,walked in sync,9,TN
2909445186,916,640,480,why did the baby reach into the stroller again after the adult put it onto the stroller,pick the doll up,2,CW
4245041172,503,640,480,what did the baby do after he stopped crawling,touch the toy,9,TN
5521431775,1451,640,480,why is the man walking down the steps,coming from somewhere,0,CW
3356104811,1629,640,480,what does the man in grey do after raising the lantern to a certain height in the middle of the video,clap,8,TN
5098569613,1800,640,480,where is this happening,bedroom,8,DL
6124749071,2250,640,480,how did the lady signalled for the baby to pass her the spoon,open her palm,4,CH
8115486281,1080,640,360,why does the man in skirt spin the lady after picking her up,performance,3,CW
5769549970,1131,640,360,why did the checkered shirt man with camera lean backward,filming the fight in front,6,CW
8749201145,630,640,360,why did the woman hold up the bottle of green paste with her left hand before applying it on the bread,to get the jam,2,CW
7555434398,2375,640,360,why is there a white towel on the table,for dog to standing on,3,CW
5307245582,1355,640,480,why did the cameraman do to the baby near the end of the video,caress the baby,1,CW
6183717048,450,320,240,who guides the driver after removing the cloth,man in yellow,8,TN
4656460633,1113,640,480,what do the other three people do as the front man is talking and pointing,stand and admire the view,0,TC
2987675563,1212,640,426,why is the man in hat watching the man in spectacles,listen to him,6,CW
6095591739,2158,640,474,why did all the woman sitting down stand up after one of the woman stop playing the drums,to play drums,1,CW
4903918516,1809,640,480,what does the big tiger do at the end,lick small tiger,9,TC
2591888090,420,640,480,what is the relation between the boy and man walking behind him,parent offspring,0,DO
4598213889,855,640,360,what does the boy in blue do as the baby on the right is chasing the water bottle in the middle of the video,play with green ball,8,TC
2433164463,2696,320,240,why are the men wearing helmets,working at great height,0,CW
4227107409,1410,640,480,is the boy excited to unwrap the presents,yes,4,DB
8361774768,1108,640,360,did the man and woman come to observe the writings on the wall,yes,1,DB
3741339360,930,640,480,how does the baby in blue react to being pushed,smiling,5,TC
8254578463,1343,640,480,how is the girl in blue attracting the attention of the lady in pink and the girl in pink,by playing the piano,2,CH
2429355433,1635,320,240,why is the girl holding the ukulele,playing,9,CW
2837375339,1530,640,480,why does the man raise the glass consisting of the drink,introduce the drink,1,CW
3344099157,647,320,240,what does the curly hair lady do after pinning the sheets,got ready to play,6,TN
3020873495,2396,500,375,what is the baby s reaction when one of her toy block plush fell from her table,relaxed,0,TC
8672272216,904,480,800,where is this video taken,kitchen,2,DL
14015503616,396,640,360,why does the person in grey shirt bend down at the start,packing things,4,CW
2866935369,1138,640,480,what does the man in white do as the man in black was seated down playing at the start,talk and explain game,2,TC
5554662027,1668,640,360,where are the people hanging out,room,10,DL
5926121315,1161,640,480,is the small cat scared of bigger cat,yes,4,DB
4510506060,648,480,640,how is the baby placed,baby stroller,9,CH
5750799064,2392,640,480,what does the boy in red do while the boy in green is in the basket,push the basket,0,TC
6554011281,615,640,480,how do the people ensure their safety,life vest,2,CH
8023214726,1350,640,480,why is there a glass of wine on the table in front of the lady pink,for the lady to drink,7,CW
4347565343,829,640,480,why does the man in white look at his guitar as he performs,to focus on performance,4,CW
9215666935,884,640,360,what did the baby do after the girl let go of her,flip onto back,4,TN
5820247335,2697,640,360,what does the white goat do after observing the fight for a while,went forward to stop fight,8,TN
5296746642,1857,640,480,what did the baby do after the boy left the book on the baby s table,touch the book,7,TN
4653911781,783,640,480,how many people are involved in the video,two,10,DC
3841894188,960,640,480,how many dogs can be seen in the video,two,9,DC
4612106647,537,640,384,what does the boy do after reaching the other end,wave,6,TN
3376747609,1720,320,240,how many people are involved in the video,three,10,DC
4161907138,949,640,428,where did the lady put the boy on,her lap,6,DL
5856823706,830,640,480,why is the lady moving her head up and down,looking at toy,2,CW
3240787472,716,640,480,why does the lady hold the baby s hands apart,prevent baby from grabbing her hair,8,CW
8480330992,939,640,360,why do they stop jumping,change activity,3,CW
10813855133,465,640,360,how many people are involved in the video,one,5,DC
4242561931,1344,640,360,what does the baby do after looking around for a while at the start,suck his thumb,3,TN
4371707890,1413,640,480,does the baby look excited in the video,yes,3,DB
3616966959,636,640,480,why did the baby start clapping at the end,imitate man,8,CW
4519976041,2697,640,480,what does the man with a head gear do after he finished smoking,return the pipe,5,TN
5041383030,2697,320,240,how did the man with white shoes see the people around him clearly,spectacles,2,TC
3620971999,978,640,360,is lady enjoying while watching the scenic beauty,yes,3,DB
4389577717,1241,640,480,why did the man in red bend his legs in the middle of the video,part of performance,9,CW
5059903055,2006,640,426,how does the boy get the food,spoon feed,2,CH
3456999399,432,640,480,does the man in black look comfortable while controlling the boat,yes,5,DB
4754310333,1301,640,480,why did the dogs run away near the middle of the video,fetch toy,2,CW
8589451991,1199,640,360,what did the man in brown do after he caught the cup,move it closer to him,2,TN
5354842767,672,640,360,are the people having fun with each other in the video,yes,2,DB
5435149690,2250,640,480,what is the audience drinking in front of the stage,alcohol,3,DO
5884646694,1260,480,640,why does the boy hold two sticks on his hands,playing with drum,0,CW
12212857646,1171,640,360,what season is this,winter,10,DO
3061528844,1047,320,240,how many people are involved in the video,three,10,DC
5764055380,2415,640,360,why does the man carry the child on his back,child too small to walk,0,CW
6595410921,960,640,480,why do some of the dogs sit down in between,tired,3,CW
3960783517,1327,640,480,why are there flashes of camera while they sing,camera,2,CW
6953995558,1080,640,480,why did the children follow behind the man in the scene,performing,2,CW
5778842552,1313,640,360,why did the dog jump towards the cat,surprise it,0,CW
4125964792,590,640,480,how did the baby move towards the holder before putting the blocks on it,crawl towards it,8,CH
7470108174,1729,640,360,how is the baby being held,man carry her on his lap,9,CH
2514487814,1262,640,480,what does the man do after pressing the button on the toy at the start of the video,moves his hand away,5,TN
2563205560,660,640,480,why is the other man holding shield and sword and hiding,to block,1,CW
7521887686,2697,640,360,what activity is happening,elephant riding,3,TC
10945593344,2466,640,1138,what does the person in black climbing do after putting her hands behind on the orange pouch,climbing,10,TN
11313345705,754,640,360,why does the boy move his hands in between,illustrate what he is mimicking,2,CW
5145149014,874,640,360,why did the man move the baby up and down when the baby is on his laps,play with her,1,CW
9113209964,1883,640,360,are the girls performing for an audience,yes,2,DB
6980673134,1182,640,360,is the room clean or messy,messy,4,DB
3023021780,664,500,375,why does the girl raise her arm higher up at the end,playing,3,CW
11261138255,873,640,1138,what is the relationship between the man and the child,parent and child,5,DO
3556069492,2687,640,480,why is there light only at the performers and the surrounding is dark,see them clearly,7,CW
4524702622,1099,640,480,did the girl fall down while dancing,no,5,DB
5875494562,995,640,480,where is this happening,on a couch,8,DL
2955923666,1547,640,480,why is there flash seen at the beginning of the video,photo taken,3,CW
5139493061,1847,640,480,is there a ocasion for them to celebrate and be happy,their team won,1,DO
5875096370,1222,640,360,why is the woman in blue standing so close to the woman in orange,guiding her,1,CW
7574460002,1292,640,360,how does the baby in pink react when the woman opposite holds her arm,move forward and backward,6,TC
4940881053,1235,640,480,why does the woman in white have to stand on the bench to hang the banner,not tall enough to reach,2,CW
3481209187,432,640,424,what did the man in black do before he started the competition,jumps,5,TP
5765249625,393,640,480,what did the boy do after he pulled his shirt,put his shirt back down,7,TN
7040233679,910,640,360,why is the lady in black holding on to a spoon,picking up food,3,CW
13925992413,778,640,480,how does the lady in front use the purple scarf in her dance,put it back and swing it,1,CH
4494886746,355,640,480,why does the kangaroo stay in the same position when interacting with the lady in white,focused on eating,3,CW
3470996327,2086,640,480,how did the man in brown gesture for the girl to eat from the fork,point at fork,8,CH
8334196271,924,640,360,what are the two children doing,playing,4,TC
6814193738,1204,640,360,why did the lady take out a doll when she was sitting down,to pose,1,CW
4366402470,794,640,480,why is the boy wearing a helmet,riding horse,1,CW
9377811755,1623,512,288,why did the toy train keep slipping away from the baby as it tries to reach the train,pushed away by baby,2,CW
6141589438,2697,640,360,what does the man do after the bigger girl points her finger in the water,carry her away,12,TN
2554619666,345,640,480,how did the man feel after crawling through the small play hole,tired,2,TN
2799696819,2176,640,480,who is wearing spectacles,centre boy and boy in black,4,DO
3594663176,1545,640,480,how do the dogs feel playing with each others outdoors,happy,1,TC
6298848190,1172,640,360,why is the older child pulling the string in the middle,to hit the gong,0,CW
2694427613,1923,500,375,why does the man in pink move his arm upwards in a circular manner,demonstrate what he s saying,1,CW
9247615457,1899,640,360,how did the child make sure she does not fall while standing up,hold onto sofa for support,2,CH
2983719752,943,640,480,why does the camera direction go upwards when the lady raises her hand,showcase the room,5,CW
12843838795,4454,640,360,how does the man in red protect himself,wear safety equipments,8,DO
3054802852,1054,640,480,why is the lights changing colours,lighting,5,CW
11047438904,825,640,360,what does the man in headphone do after pointing the equipment towards the lady,holds the equipment upwards,6,TN
5318938983,425,640,362,where are the woman and the dog hanging out,indoors,5,DL
4933467831,725,640,480,what is the relationship between the boys on stage,classmates,5,DO
4348188156,748,640,480,where is the boy swimming,sea,10,DL
7173367242,1258,640,480,what is the relationship between man and baby,parent offspring,6,DO
7462991650,414,640,360,why did the boy open his mouth after walking past the table,mimic an animal,2,CW
3693601076,1197,640,480,why are the man in blue in the background watching the man in the green stripes,spectate his practice,6,CW
3356104811,1629,640,480,what does the person in grey do after carrying the lantern to a certain position in the middle of the video,squat down,10,TN
2991322799,426,500,283,is the lady training the kids to shoot with gun,no,4,DB
5327124144,808,640,360,how does the lady ensure the baby is safe when being transferred to the blanket,support baby s head with hand,2,CH
4631106366,574,640,360,what did the child do after covering himself completely,uncover himself,3,TN
4250392878,2697,480,360,is the child playing or learning,playing,3,DB
6070985304,620,640,480,how did the man get out of the pool after jumping in,used his hands as a lever,3,CH
8581493560,1761,640,480,what does the man do after finishing placing the dough on the table,waves at the camera,9,TN
7248401952,1206,640,360,how twas the cart moving,forwards,3,CW
3057914371,2212,640,480,where is this likely to be occurring,restaurant,8,DL
7758160366,1401,640,360,how did the man with black jacket show agreement to the lady with polka dot top at the beginning fo the video,nod,6,CH
3481209187,432,640,424,why are the lady in beige and man in black moving their bodies in the middle of the video,playing with hula hoop,6,CW
7471812372,1712,640,360,why does the dog constantly jump up to the woman s hand at the beginning of the video,wants to play with toy,0,CW
5542275338,465,640,480,what did the adult do after the baby tilted the milk bottle,tap on the milk bottle,7,TN
6254718217,2250,640,480,what does the man in green do after climbing up the first step on the rock near the end,put his hands on the rock,2,TN
4769483978,871,640,480,how many cats are there,two,5,DC
6179758316,1811,640,480,how did the adult prevent the boy in blue from falling,push and support him up,3,CH
5794950162,1374,640,480,what does the woman wearing a hat do after getting hold of the child at the beginning,walk back with him,5,TN
5710270308,954,272,480,did he pick both the balls in his hand,yes,6,DB
2972558344,1053,640,480,why is the trunk door of the blue car opened at the end of the video,man loading things,5,CW
9390259410,814,640,360,what are the two people in black doing in the video,talking,1,TC
6002172187,845,640,360,how are the people making their art pieces,using markers to colour,9,CH
4519255731,984,640,360,how did the children ensure themselves not fall down the water wheel,hold onto the wood,12,CH
2640372277,1857,500,375,why are there food left on his plate,did not finish,7,CW
4688734758,1666,352,288,what did the girl do after coming near to the camera,wipe her face,8,TN
2887193665,1069,320,240,what did the woman in brown do after the black dog walked to the bowl at the front of the video,throw coins into bowl,5,TN
4187293815,2040,640,360,why is the man not moving in the video,resting,3,CW
7046073047,1456,640,360,what are people in the room doing,preparing food,6,TC
9494885165,765,640,362,why did the bald man hold a camera,take photo of the scene,0,CW
12244908555,999,640,360,what does the person in blue on the right do as the boy in yellow was skiing down,walk away,0,TC
2401079660,605,640,480,how did the baby protect his head from the sun,wear cap,7,DO
5621615066,1709,640,360,why is the man in suit standing behind a podium,giving talk,0,CW
5498241342,1291,640,480,what does the girl do after the boy in brown rolls towards her at the start,pushes him back,7,TN
3616966959,636,640,480,why did the man clap nearing the end,play with baby,7,CW
8331338778,792,640,360,why does the woman follow the girl,girl lead the way,0,CW
7927436834,965,640,360,what is the relationship between the man and the children,parent offspring,6,DO
4215464387,690,640,480,what did the boy in blue do after the girl in pink waved to the camera,clear the bushes,12,TN
9970084224,1782,640,480,how many dogs are involved in the video,three,7,DC
13718923365,1253,480,640,what does the child do after opening his mouth at the start,reach hand out,6,TN
4126506012,981,640,480,why are the people holding guitars,playing game,0,CW
2597573446,604,500,375,how does the man turn himself around after getting stuck at the side for a while,paddle,3,CH
4963357278,2697,640,360,what is the snake s body curled around,plant,11,DO
4021051256,2697,640,480,why did the man and the lady in purple look at each other when they read the script,show sincerity,2,CW
2560133619,1085,320,240,how does the boy in red stay afloat at the end of the video,lie on the float,10,CH
3441910437,307,640,480,why did the lady in the deepest part of the pool turn her head when the man dropped into the pool,prevent splashing,7,CW
6064511468,1146,640,360,why does the dog open its mouth initally,trying to bite,0,CW
5436130345,1680,640,424,how does the boy show he is shy,has his finger in his mouth,7,CH
4943421690,1101,640,360,how did the girl transport herself on the grass,ride bike,8,CH
6945928822,942,360,480,why does the baby keep moving its head,making himself comfortable,3,CW
3387916195,842,480,272,why does the man in red jacket pass his camera to his another hand at the end,heavy,6,CW
10163913366,481,640,360,was the boy in orange wearing a blue bag while the boy in green was holding onto him,yes,6,DB
8361774768,1108,640,360,what event is being held,showroom,5,DO
8028701719,1943,640,360,what does the woman do after the taller man gives her a thumbs up at the end,raise hands,11,TN
2407060164,1248,640,480,did the man finally get out of the chains,yes,3,DB
4153535077,710,640,360,was the baby wearing a bib when eating,no,9,DB
5296671076,2344,640,480,what was the boy doing as the man sat on the sofa in the middle,spinning around,6,TC
6192440191,1108,360,480,why is the cat moving around the lady s shoulders,getting her attention,5,CW
4689978684,780,480,270,how does the girl hold her toy,hold the attached string,9,CH
8994022703,1002,640,480,why does the lady laugh after looking at the mobile screen,funny message,1,CW
5139493061,1847,640,480,what does the bald man do after standing up from the couch near the end,point at the camera,6,TN
3179374776,1862,640,480,how did the man get the yoghurt out of the cup,scoop with spoon,8,CH
3261412202,779,640,480,why was the boy in orange on the ground after he passed the white door at the start,lose balance,7,CW
7124177075,1416,640,360,why did the woman in pink tap her hand on the table after letting go of the boy s drink,thinking action,5,CW
8333471979,840,640,360,why are the deers on the grass field,resting and eating,2,CW
9845820485,416,272,480,why did the girl in black look up at the camera and wave at it near the end of the video,greeting,3,CW
5928207977,1012,640,360,what does the lady do to make the cat feel happy and loved,rub the cat,6,DO
5408572348,974,640,480,why did the baby in white overturn the pail in front of him after the girl in blue pass to him,play with it,4,CW
3136054080,1200,640,480,why is the christmas tree lighted in the background,its christmas time,5,CW
8954271057,733,640,480,why does the cat lift up its body a bit at the end of the video,adjust sitting position,3,CW
8886126628,783,640,480,why did the lady bend down in the middle of the video,carry the baby,2,CW
6035503497,1387,640,360,why is the woman in pink smile,happy and excited,3,CW
5994972300,1399,640,360,why is there a chain on the neck of black dog,prevent it from going anywhere,1,CW
7933516656,1080,640,360,how do the bears interact with one another at the beginning,mouthing one another,3,TC
9170253388,451,640,640,why are the people moving their paddle before they drop from the slope,control the kayak,3,CW
4037449085,1093,640,480,how does the man in blue jacket make his voice louder,microphone,0,CH
6320419082,1350,640,480,why does the little girl wear the hat,to run around with,5,CW
2888597276,1422,640,480,what are the other people in the video doing while the man in black suit paces up and down,watching the man in black,7,TC
6624894833,853,640,360,why was there another car parked next to the policeman car,stopped by police,3,CW
4565306431,2589,640,352,where did the boy get the sand from to fill the pail,red container,7,DL
8252119570,1857,640,360,what does the lady in yellow do after walking across behind the two people seated down,sit down,1,TN
3738405040,974,640,480,where did the boy crash into at the end,wall,8,DL
3840549230,1551,640,360,why did the girl turn around with the ball behind her towards the end of the video,tired of bouncing,4,CW
8842314828,1527,640,360,why does the baby touch the towel at the start,playing,5,CW
5434886589,1812,640,1138,what does the baby do with the book after the man gives it to him,hold and look at it,8,TN
8514010198,943,640,360,why does the dark brown dog jump towards the black dog at the end of the video,play together,3,CW
8254099270,1134,640,480,how many legs is the dog standing on,three,4,DC
6036337185,573,640,360,how does the people beside the man in green feel,serious,6,TC
4229801104,1210,640,480,why did the baby put the toy baby in the trolley in the first place,playing,3,CW
4256670872,2024,640,480,why does the car not moving backward so fast even though the wheels keep spinning,car is pulling the van,1,CW
4578322223,936,640,360,why did the cat in front bend its head into the grass at the end of the video,to sniff,5,CW
3353539556,1820,640,360,why are the speakers installed on the vehicle,to blast announcement,0,CW
3381196806,1776,640,424,what does the man in black do after singing for a while at the end,give microphone to boy in white,12,TN
10718903414,993,640,360,what did the girl do after the woman in blue bend down towards her at the start of the video,reach hand out,6,TN
6127822568,1864,640,360,why did the man lean backwards in the middle of the video,make himself comfortable,8,CW
11976171036,1065,640,360,why did the girl get off her scooter in the middle,change the direction,2,CW
2526590751,975,640,480,why do people retreat,big waves is coming,8,CW
10712559773,596,640,360,why did the boy in red pick up the ball at the beginning of the video,to put ball in position,8,CW
4881074976,336,640,480,why does the child look at his hands after touching the red objects,check something on his hand,2,CW
3456999399,432,640,480,why does the man in black have to bend down throughout the video,to balance himself,4,CW
8995779759,367,604,1072,where are the dogs kept,cage,2,DL
5833529471,1288,640,360,how does the woman in black use her hands while talking,hand gesture,1,CH
4438105322,313,640,480,how did the man keep balance on the canoe,paddle left and right,7,CH
8106453629,2160,640,360,why is the lady in blue moving her body while playing the piano,following the rhythm,13,CW
5554662027,1668,640,360,what does the man sitting do after the baby walks towards him,carry baby,7,TN
7062885187,1172,640,360,why did the man stretch his hands out in the middle of the video,push fish s down,1,CW
5792723441,948,480,360,how do the two of them feel when they are speaking to each other,happy,6,DO
5362074546,531,640,480,is the snowmobile human powered,no,0,DB
5770742977,425,640,480,how many times does the boy in blue raise his hands,one,9,DC
4952643196,948,640,480,what is the relationship between the two babies,siblings,2,DO
7401573420,2544,640,360,why did the baby fell the first time in the middle of the video,tripped,7,CW
4852236710,1303,640,480,what is the relationship between the girl and lady,parent offspring,1,DO
6000415598,925,640,360,what is the colour of the cat that walks in halfway into the video,black,0,DO
2909879378,359,640,480,why was the man in white at the side standing behind the swing,push boy,7,CW
2440057130,836,320,240,why did the girl in stripped touched her hat as she walked away,with her hand,13,CW
3669067230,792,640,480,why did the man in white raise his cup when he saw the bespectacled man raised his,make a toast,0,CW
11868361543,318,640,360,why does the man sway his body as he plays the guitar,engrossed in music,8,CW
3286387512,425,320,240,what is a possible relationship between the man and the woman,couple,4,DO
4772810451,889,640,360,what does the white dog do when the black dog ran towards the camera man near the end,follow the black dog,6,TC
5391529619,962,640,480,what is the man in black coat wearing on his head,hat,0,DO
2622782176,932,640,480,where did the boy in green fell to after he jumped up for the first time,sofa,8,TN
3094206231,355,640,360,how does the man get down from the unicycle at the end,jump down,7,CH
2882005417,923,640,480,how many people are there taking photos of the squirrel,two,7,DC
4734391811,974,640,360,why did the man in blue try to talk and entertain the baby,baby is crying,1,CW
6289873183,1621,272,480,how many people are filmed,three,8,DC
9908511965,370,640,1138,why does the man in the background move his body back and forward,enjoying the music,4,CW
6825044676,768,640,480,why did the black singlet woman and grey shirt man wear hats,sunny,2,CW
6828183774,824,640,360,how did the man in purple get his snowball,from the ground,8,CH
8331338778,792,640,360,why are they wearing heavy clothing,cold,2,CW
2492334093,1607,500,375,why did the boy carrying the baby look so closely at the baby when the baby is sleeping,check for any reaction,1,CW
9113209964,1883,640,360,why do the girls move to another place in between,part of the dance,3,CW
3702189213,432,640,480,why is the dog biting the toy,eating the meat,0,CW
5467613963,795,640,360,where are the people hanging out,home,6,DL
3023239134,2158,160,120,how does the man respond when the boy points his spoon towards him,no reaction,6,TC
3471449291,2158,640,480,why is everyone seated around the table,celebrate birthday,2,CW
3512034337,721,640,480,why is the driver wearing a cap,it s sunny,1,CW
4072071184,451,640,428,why is the child in green holding the yellow bucket,collect treats,3,CW
8584945123,730,640,1138,why did the baby laugh after she fell off from the ball,funny,3,CW
5250826364,551,640,1138,how did the older girl moved along the corridor towards the camera,jumping,0,CH
3736610392,903,640,480,were the hamsters eating while inside the bowl,no,3,DB
6894565761,1637,640,362,why are the children on the floor,playing,10,CW
7585333734,1436,640,480,why did the boy in green move his feet around,get the beats,0,CW
8686972517,1144,640,480,what does the girl in light pink do after jumping for a while at the start,stepped out of the hoop,0,TN
2677920843,2697,500,375,why did the lady in white hold the boy s hands at the beginning of the video,to dance with him,1,CW
2974908351,1500,640,480,is the man enjoying himself whie drinking,yes,2,DB
11261138255,873,640,1138,why did the man stand up in the middle of the video,girl hit wall,7,CW
2514277462,655,640,480,what is the lady doing as the men play the game,sitting and watching them,2,TC
12450142184,1363,640,480,why did the baby stretch his hand out before the first half of the video,to touch the cardboard box,9,CW
3667765413,1170,640,480,why did the man in white hold a bottle of drink while sitting on the sofa,drink from bottle,5,CW
6813862571,1755,640,360,why are the people extending their arms in front of them,to shoot,1,CW
4740183596,1223,640,360,how many men are filmed,two,8,DC
2600821880,2697,640,480,what does the groom do after turning to face the bride,look down to hold her hands,3,TN
2458411884,969,500,333,how did the man react when the camera zoomed in on him,smiled and waved,5,TC
5031979557,1861,640,360,what does the cat do after it is done eating,raise its head,5,TN
10516079413,1608,640,1138,what does the baby do after hitting the wood with his orange circle toy at the start,hit the toys together,6,TN
7619429394,1283,640,360,what is the man doing as he stood at the side,watching,5,TC
7517856842,1003,640,360,how many dogs are present,two,10,DC
8564474292,1506,640,360,what did the man do after he caught the bird,run away,7,TN
6443440431,2697,640,360,how did the boy move himself around the room,walk,2,CH
10682761273,1492,640,360,how do the dogs know that the thing on the plate is food,can smell it,2,CH
8564474292,1506,640,360,what did the bird do after it fell onto the ground,stop moving the wings,8,TN
4704253964,845,640,480,where is this video taken,outside a house,8,DL
8898198130,1526,640,360,why does the baby in blue keep having his arms raised out towards the boy in black,wants to play with him,2,CW
3641992728,657,640,480,what is the relationship beteen the lady and the baby,parent offsrping,6,DO
2499582434,670,480,270,what is the relationship between the woman and the man sitting on the chair,event participants,3,DO
11783819835,2897,640,360,where were the people at,living room,8,DL
9495169564,1920,640,360,how does the horse know which direction to go,being led,7,CH
2478396375,1050,640,480,what did the baby do when the girl threw the blanket at him,grab onto blanket,13,TC
12158830025,1369,640,360,what does the man in red do after skating forwards for a while at the start of the video,change direction,6,TN
2990407241,2697,500,375,why did the woman sitting down laugh in the middle,entertained by the dance,2,CW
5682853832,810,640,480,why are the dogs running around the ground,chasing the car,0,CW
2927552798,780,500,375,what does the man in balck jacket do after turning around in the middle,adjust his pants,7,TN
5932671106,1183,640,480,where is this video getting taken,beach,8,DL
8331338778,792,640,360,where are the people hanging out,snow area,6,DL
6101667437,1625,640,360,why was there a hand that touched the baby when the baby came close to the baby,push the swing,3,CW
6036337185,573,640,360,how is the man conveying the information from the book to the audience,read to the audience,2,CH
8252119570,1857,640,360,why does the lady in black jacket nod her head near the end,agree with what being said,2,CW
9583453634,1145,640,360,why did the man drop his stick before sitting on the crocodile,grab mouth,2,CW
3078133866,1439,320,240,what did the baby do after it yawned in the middle of the video,close his right eye,5,TN
5312056948,1590,640,360,what does the girl do after blowing into the gold toy,unroll the gold toy,5,TN
4919726862,1087,640,480,how did the man in white approach the dog at the start,run towards it,2,CH
6098829921,930,640,360,what is the colour of the leash,blue,9,DO
9199141461,600,640,360,how does the lady in white sieve the grains at the beginning,strainer,6,CH
4442564484,1230,640,480,how did the man in red cap react when he saw the man in white stop singing,stop playing after awhile,5,TC
4988085277,782,640,360,what is man wearing in left hand,watch,2,DO
3023239134,2158,160,120,what is the boy holding in his right hand while using his left hand to eat off the table,spoon,1,TC
4347565343,829,640,480,how did the man in black play his instrument,with a stick,2,CH
4782721238,2697,640,480,what does the lady do after putting the baby on the bed,unwrap towel,0,TN
4225666289,2158,640,480,what did the baby in striped shirt do after rocking the toy horse,walk off,5,TN
4581248625,538,480,360,why did the two people whip their hair up and down,playing,0,CW
5764055380,2415,640,360,what does the man do after showing the compass to the camera,walks forward,7,TN
10387715274,525,640,360,what is the man in mascot doing,waving to the camera,2,TC
7570178500,597,640,360,why did the baby use his right hand to touch and smack the keyboard,exploring how keyboard works,1,CW
3301442525,850,640,480,why are the cars parked under a shelter,prevent from sun,4,CW
7499375636,1600,640,360,how did the man with black and green helmet moved away from the scene,drive off,5,CH
8095838321,326,640,360,what does the boy do after jumping down from the monkey bars at the end,swipe of dirt,8,TN
9377811755,1623,512,288,how did the baby reach the toy train from the mat,crawl forwards,0,CH
2408143908,940,320,240,why does the man in red helmet keep staring into the trees in the middle of the video,look at man doing flying fox,4,CW
3667765413,1170,640,480,why is the group of adults gathered in the living room,discussion,3,CW
8904801050,1155,640,360,does the boy with a black belt pass the test,yes,5,DB
10155112335,451,640,480,why do the men have to bend forwards as they walk up,walk against wind,4,CW
6493394265,783,640,480,why did the curly hair woman in red jacket rest her hand on the blue shirt man s shoulder,posing,2,CW
6790661424,478,640,1138,what does the girl do after she claps her hands the second time,scrunch her legs,7,TN
5647072246,365,640,360,why does the man with black helmet and white shirt throw away the ball,pass it to his teammate,1,CW
2832642923,2247,500,375,why is the lady feeding the baby,baby needs to eat,4,CW
5845896914,1200,640,480,was the child engaged with only playing with the penguin the entire time,no,10,DB
3751822104,1417,640,480,why does the man speaking to the group wear uniform,instructor,0,CW
7131744283,860,640,360,why was the man in black squatting near the tree at the beginning of the video,looking at the car,7,CW
3374795103,1341,640,480,where did the pink lady keep her glasses,on her shirt,10,DL
7495147322,339,640,360,how are the floats moved on the surface,pulled by rope,7,CH
4116882012,1655,640,480,what did the lady do after she took out the sword,swing around,7,TN
10786013204,343,640,360,why are there big spoons in the utensils,serving spoons,4,CW
6819935501,430,640,480,what does the woman in red do after the man in red puts out his drink,walk over to him,5,TN
8090435597,2697,640,480,why did the boy stretched his arm towards the ipad,want to touch it,3,CW
8683094222,1188,640,480,how does the brown dog scratch itself after the lady pats its head,used its leg,4,CH
3828863805,1249,640,480,how does the man react when the girl suddenly sits down in the middle of the bridge,film,7,TC
6883644517,1079,640,480,why is the lady frowning,playing with baby,2,CW
4503497193,368,640,360,why is there stuff toys present on the floor,for cat to play,10,CW
8549729072,1333,640,360,how many people are in the video,three,7,DC
4946916131,396,640,360,why did the cat turn around in the middle,go near camera,3,CW
8236032895,930,640,360,why did the black jacket man in cigarette bend down beside the brown shirt man,talking to him,2,CW
5717777815,322,480,640,where is this happening,outdoors,8,DL
5597037980,1205,320,240,is the baby experienced at walking on his foot,no,10,DB
5059903055,2006,640,426,how is the baby held in place,sit on baby chair,6,CH
6416652333,312,640,360,why does the man in red hold up his camera at the end of the video,to video him,3,CW
5002226482,322,640,480,what is the dog drinking from,cup,9,DO
12784777613,1059,640,360,why is the boy in black smiling at the baby,found her cute,2,CW
4933394457,510,640,360,why does the child move the horse across the toy blocks in both directions,playing,3,CW
5973140109,1350,640,480,how many items was the lady in pink holding at the end,one,9,DC
10023328894,300,640,480,what is the kid in stripe doing sitting on the beach,playing with sand,1,TC
